YearStart,YearEnd,StateAbbr,State,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategoryID1
2022,2022,LA,Louisiana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,68.9,Age,Age >=65,,,AGE
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,35.3,Sex,Male,,,SEX
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,54.4,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33.9,Overall,Overall,,,OVERALL
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,29.5,Overall,Overall,,,OVERALL
2022,2022,LA,Louisiana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,56.8,Sex,Female,,,SEX
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,45.5,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,39.9,Overall,Overall,,,OVERALL
2022,2022,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,63.4,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,20.1,Age,Age 18-44,,,AGE
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,43.3,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,LA,Louisiana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,69,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,38.2,Sex,Male,,,SEX
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.3,Sex,Male,,,SEX
2022,2022,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic,,,RACE
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,13.8,Age,Age 18-44,,,AGE
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,56.1,Age,Age >=65,,,AGE
2022,2022,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,64.1,Age,Age >=65,,,AGE
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,37.4,Race/Ethnicity,Hispanic,,,RACE
2022,2022,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,45.7,Sex,Female,,,SEX
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,32.2,Sex,Female,,,SEX
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,46.6,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.6,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.2,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,LA,Louisiana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,39.1,Sex,Female,,,SEX
2022,2022,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,59,Age,Age >=65,,,AGE
2022,2022,MS,Mississippi,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,16.1,Age,Age 18-44,,,AGE
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,54.7,Sex,Male,,,SEX
2022,2022,MN,Minnesota,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,40.8,Sex,Female,,,SEX
2022,2022,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,36.1,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,62,Age,Age >=65,,,AGE
2022,2022,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,23,Race/Ethnicity,Hispanic,,,RACE
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25.2,Race/Ethnicity,Hispanic,,,RACE
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,MD,Maryland,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.1,Sex,Female,,,SEX
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,21.6,Age,Age 18-44,,,AGE
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,40.2,Race/Ethnicity,Hispanic,,,RACE
2022,2022,ME,Maine,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,45.8,Overall,Overall,,,OVERALL
2022,2022,LA,Louisiana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,MO,Missouri,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,66.5,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,KY,Kentucky,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,39.8,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.6,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.7,Sex,Male,,,SEX
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51,Sex,Female,,,SEX
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,14.8,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,45.4,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,24.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,28.9,Sex,Female,,,SEX
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,37.4,Age,Age 45-64,,,AGE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,44.3,Sex,Female,,,SEX
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,43.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,29.1,Sex,Female,,,SEX
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25,Race/Ethnicity,Hispanic,,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.2,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,12,Age,Age 18-44,,,AGE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,37.9,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.3,Age,Age 45-64,,,AGE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,65.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.9,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,46,Sex,Male,,,SEX
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,44.7,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,47.9,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31.8,Sex,Female,,,SEX
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,16,Age,Age 18-44,,,AGE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.3,Age,Age 45-64,,,AGE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.3,Sex,Male,,,SEX
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,11,Age,Age 18-44,,,AGE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,57.5,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,52.4,Overall,Overall,,,OVERALL
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,57.6,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,44.4,Sex,Female,,,SEX
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,52.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,23.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,41.3,Age,Age 45-64,,,AGE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,50,Sex,Male,,,SEX
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,32.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.1,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25.4,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.1,Sex,Male,,,SEX
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,39.3,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,13.4,Age,Age 18-44,,,AGE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,59.1,Age,Age >=65,,,AGE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.5,Sex,Male,,,SEX
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,30.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,60.2,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,53.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,39.8,Race/Ethnicity,Hispanic,,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,30.6,Overall,Overall,,,OVERALL
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.2,Sex,Male,,,SEX
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,13.5,Age,Age 18-44,,,AGE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.3,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,38.6,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,15.1,Age,Age 18-44,,,AGE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.7,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31.1,Overall,Overall,,,OVERALL
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,65.1,Age,Age >=65,,,AGE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,37.8,Sex,Female,,,SEX
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,59.8,Age,Age >=65,,,AGE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,35.9,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34.1,Sex,Male,,,SEX
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,44.5,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,43.8,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,12.2,Age,Age 18-44,,,AGE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,74.5,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.1,Overall,Overall,,,OVERALL
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33.8,Sex,Female,,,SEX
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,38.7,Age,Age 45-64,,,AGE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33.7,Sex,Male,,,SEX
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,38.2,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,32.5,Overall,Overall,,,OVERALL
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,53.7,Age,Age >=65,,,AGE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,32.9,Overall,Overall,,,OVERALL
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,19.9,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,42.8,Age,Age 45-64,,,AGE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,39.6,Age,Age 45-64,,,AGE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.1,Sex,Male,,,SEX
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33.3,Race/Ethnicity,"White, non-Hispanic",,,RACE
2022,2022,NM,New Mexico,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,55.4,Age,Age >=65,,,AGE
2022,2022,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,27.4,Sex,Female,,,SEX
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,54,Age,Age >=65,,,AGE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NV,Nevada,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,48.2,Sex,Male,,,SEX
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,59.3,Age,Age >=65,,,AGE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,28.2,Sex,Female,,,SEX
2022,2022,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25.7,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
2022,2022,NJ,New Jersey,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,RACE
2022,2022,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,26.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.3,Race/Ethnicity,Hispanic,,,RACE
2022,2022,NC,North Carolina,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,RACE
2022,2022,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,13.5,Race/Ethnicity,"Asian, non-Hispanic",,,RACE
